id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
5480, W    , UNA   , F      ,23,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5481, W    , DEM   , F      ,25,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5482, W    , DEM   , F      ,51,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5483, W    , UNA   , F      ,18,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5484, W    , UNA   , F      ,18,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5485, B    , UNA   , F      ,18,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5486, W    , DEM   , F      ,18,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5487, W    , DEM   , F      ,69,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5488, B    , DEM   , F      ,66,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5489, B    , DEM   , F      ,61,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5490, W    , DEM   , F      ,47,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5491, B    , DEM   , F      ,41,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5492, B    , DEM   , F      ,46,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5493, W    , DEM   , F      ,55,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
5494, W    , DEM   , F      ,65,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5495, W    , DEM   , F      ,96,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE BY MAIL , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5496, U    , DEM   , F      ,65,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5497, W    , DEM   , F      ,52,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5498, B    , DEM   , F      ,38,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5499, W    , DEM   , F      ,40,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5500, B    , DEM   , F      ,63,1, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5501, B    , DEM   , F      ,47,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON         , DID NOT VOTE     
5502, B    , UNA   , F      ,47,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5503, W    , DEM   , F      ,35,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5504, W    , UNA   , F      ,37,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , PROVISIONAL      , ABSENTEE ONESTOP  , DID NOT VOTE     
5505, W    , UNA   , F      ,59,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5506, B    , DEM   , F      ,37,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5507, B    , DEM   , F      ,36,1, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5508, U    , UNA   , U      ,33,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5509, W    , UNA   , F      ,54,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5510, W    , DEM   , F      ,62,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5511, W    , DEM   , F      ,32,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
5512, W    , DEM   , F      ,44,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5513, U    , DEM   , F      ,39,1, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5514, W    , UNA   , F      ,29,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5515, W    , UNA   , F      ,30,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5516, B    , DEM   , F      ,30,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5517, W    , DEM   , F      ,47,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5518, W    , DEM   , F      ,27,1, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5519, W    , DEM   , F      ,46,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5520, B    , DEM   , F      ,35,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5521, W    , DEM   , F      ,53,1, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5522, B    , UNA   , F      ,27,1, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5523, U    , UNA   , F      ,25,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL , IN-PERSON        , ABSENTEE BY MAIL  , DID NOT VOTE     
5524, W    , DEM   , F      ,23,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
5525, A    , UNA   , F      ,56,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5526, B    , DEM   , F      ,31,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5527, B    , DEM   , F      ,44,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5528, B    , DEM   , F      ,29,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5529, U    , DEM   , F      ,35,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5530, B    , DEM   , F      ,57,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5531, B    , DEM   , F      ,39,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5532, U    , DEM   , F      ,28,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5533, W    , DEM   , F      ,37,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5534, B    , DEM   , F      ,34,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5535, W    , DEM   , F      ,30,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5536, W    , UNA   , U      ,26,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5537, W    , UNA   , F      ,24,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5538, M    , DEM   , F      ,56,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON         , DID NOT VOTE     
5539, W    , DEM   , F      ,37,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5540, M    , DEM   , F      ,48,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5541, W    , UNA   , F      ,27,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5542, M    , UNA   , F      ,23,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5543, W    , UNA   , F      ,28,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5544, O    , DEM   , F      ,64,1, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5545, B    , UNA   , F      ,19,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
5546, W    , DEM   , F      ,27,1, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , ABSENTEE BY MAIL , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
5547, W    , UNA   , F      ,36,1, TREATMENT ,3, NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , IN-PERSON        
5548, W    , UNA   , F      ,23,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5549, W    , DEM   , F      ,29,1, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE BY MAIL , ABSENTEE BY MAIL  , DID NOT VOTE     
5550, B    , UNA   , F      ,42,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5551, B    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5552, B    , DEM   , F      ,68,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , ABSENTEE ONESTOP 
5553, W    , DEM   , F      ,51,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5554, B    , DEM   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5555, W    , DEM   , F      ,40,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5556, U    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
5557, M    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5558, O    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
5559, U    , DEM   , F      ,31,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5560, W    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5561, W    , DEM   , F      ,29,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5562, W    , DEM   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5563, W    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5564, A    , DEM   , F      ,23,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5565, W    , DEM   , F      ,42,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5566, B    , DEM   , F      ,49,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5567, B    , DEM   , F      ,71,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5568, W    , DEM   , F      ,33,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5569, B    , DEM   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5570, O    , DEM   , F      ,38,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5571, B    , DEM   , F      ,62,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE      , ABSENTEE BY MAIL 
5572, B    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5573, B    , DEM   , F      ,56,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5574, B    , DEM   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5575, B    , DEM   , F      ,51,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5576, W    , DEM   , F      ,50,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5577, B    , DEM   , F      ,35,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , PROVISIONAL       , ABSENTEE ONESTOP 
5578, W    , DEM   , F      ,49,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , ABSENTEE ONESTOP 
5579, B    , DEM   , F      ,76,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
5580, W    , DEM   , F      ,74,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5581, B    , DEM   , F      ,29,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5582, B    , UNA   , F      ,44,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5583, B    , DEM   , F      ,44,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
5584, W    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5585, W    , DEM   , F      ,63,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5586, W    , DEM   , F      ,37,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5587, W    , DEM   , F      ,65,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
5588, W    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5589, B    , DEM   , F      ,52,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5590, A    , DEM   , F      ,44,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5591, O    , DEM   , F      ,63,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
5592, B    , DEM   , F      ,45,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5593, W    , DEM   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5594, W    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5595, W    , UNA   , F      ,50,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5596, A    , DEM   , F      ,53,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5597, W    , DEM   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5598, B    , UNA   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5599, B    , DEM   , F      ,25,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5600, A    , DEM   , F      ,67,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5601, W    , DEM   , F      ,56,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5602, B    , UNA   , F      ,20,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
5603, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
5604, W    , DEM   , F      ,44,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5605, W    , DEM   , F      ,74,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
5606, O    , DEM   , F      ,34,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5607, U    , DEM   , F      ,41,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
5608, U    , DEM   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5609, B    , DEM   , F      ,59,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5610, O    , DEM   , F      ,33,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5611, B    , DEM   , F      ,52,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5612, B    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5613, W    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
5614, B    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5615, W    , DEM   , F      ,36,2, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5616, B    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5617, B    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5618, B    , DEM   , F      ,31,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
5619, W    , DEM   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
